index,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Income Expense,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Research And Development,Selling General And Administration,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Total Unusual Items,Total Unusual Items Excluding Goodwill,Rent Expense Supplemental,Special Income Charges,Other Special Charges,Impairment Of Capital Assets,Restructuring And Mergern Acquisition,Other Operating Expenses,Selling And Marketing Expense,Otherunder Preferred Stock Dividend,Minority Interests,Gain On Sale Of Security,Net Income Discontinuous Operations,Depreciation Amortization Depletion Income Statement,Depreciation And Amortization In Income Statement,Amortization,Amortization Of Intangibles Income Statement,Average Dilution Earnings,Gain On Sale Of Business,General And Administrative Expense,Other Gand A,Gain On Sale Of Ppe,Write Off,Earnings From Equity Interest,Earnings From Equity Interest Net Of Tax,Other Taxes,Salaries And Wages,Preferred Stock Dividends,Total Other Finance Cost,Depreciation Income Statement,Provision For Doubtful Accounts,Rent And Landing Fees,Excise Taxes,Insurance And Claims,Net Income From Tax Loss Carryforward,Net Income Extraordinary,Securities Amortization,Depletion Income Statement
2021-12-31 00:00:00,0.0,0.058806,,31978000000.0,1898000000.0,,,,42934000000.0,4738000000.0,47672000000.0,31978000000.0,31978000000.0,,,8558400000.0,8493300000.0,3.57,3.6,30557000000.0,30557000000.0,31978000000.0,31978000000.0,31978000000.0,1998000000.0,33976000000.0,,,,,,,,,45049000000.0,,,89113000000.0,89113000000.0,,,,,,,,,5820000000.0,1421000000.0,,0.0,,,,,,,,39229000000.0,3089000000.0,,,,,,36140000000.0,1421000000.0,,,,,,,,,,
2020-12-31 00:00:00,0.0,0.057963,,17894000000.0,1843000000.0,,,,43360000000.0,8225000000.0,51585000000.0,17894000000.0,17894000000.0,,,8796900000.0,8753200000.0,1.87,1.88,16473000000.0,16473000000.0,17894000000.0,17894000000.0,17894000000.0,1101000000.0,18995000000.0,,,,,,,,,41156000000.0,,,85528000000.0,85528000000.0,,,,,,,,,5134000000.0,1421000000.0,,0.0,,,,,,,,36022000000.0,3297000000.0,,,,,,32725000000.0,1421000000.0,,,,,,,,,,
Symbol,BAC,BAC,,BAC,BAC,,,,BAC,BAC,BAC,BAC,BAC,,,BAC,BAC,BAC,BAC,BAC,BAC,BAC,BAC,BAC,BAC,BAC,,,,,,,,,BAC,,,BAC,BAC,BAC,BAC,,BAC,BAC,,,,BAC,BAC,,BAC,,,,,,,,BAC,BAC,,,,,,BAC,BAC,,,,,,,,,,
2023-12-31 00:00:00,-26070000.0,0.33,1751000000.0,-76000000.0,1263000000.0,9838000000.0,1672000000.0,409000000.0,-442000000.0,512000000.0,70000000.0,-23070000.0,2656000000.0,14401000000.0,390000000.0,506000000.0,506000000.0,5.25,5.25,2656000000.0,2656000000.0,2656000000.0,2663000000.0,-69000000.0,-34000000.0,-103000000.0,-74000000.0,5000000.0,-442000000.0,512000000.0,70000000.0,412000000.0,4563000000.0,667000000.0,3896000000.0,4975000000.0,9838000000.0,14813000000.0,14813000000.0,-79000000.0,-79000000.0,,-34000000.0,1000000.0,0.0,-19000000.0,,,,-7000000.0,-45000000.0,2732000000.0,,,,,,0.0,3896000000.0,3938000000.0,,52000000.0,,,,-42000000.0,,,,,,,,,,,
2022-12-31 00:00:00,-607740000.0,0.21,2039000000.0,-2666000000.0,1380000000.0,9440000000.0,-855000000.0,-2235000000.0,-395000000.0,415000000.0,20000000.0,-379740000.0,-2433000000.0,13875000000.0,-2243000000.0,504000000.0,504000000.0,-4.83,-4.83,-2433000000.0,-2433000000.0,-2433000000.0,-2421000000.0,-2654000000.0,4000000.0,-2650000000.0,-2886000000.0,8000000.0,-395000000.0,415000000.0,20000000.0,631000000.0,4435000000.0,602000000.0,3833000000.0,5066000000.0,9440000000.0,14506000000.0,14506000000.0,-2894000000.0,-2894000000.0,,-2901000000.0,42000000.0,2812000000.0,-39000000.0,,,,-12000000.0,7000000.0,233000000.0,,,,,,-86000000.0,3833000000.0,3859000000.0,,0.0,,,,-26000000.0,,,,,,,,,,,
2021-12-31 00:00:00,-1850000.0,0.074,2215000000.0,1022000000.0,867000000.0,7426000000.0,2190000000.0,1323000000.0,-193000000.0,207000000.0,14000000.0,1045150000.0,1284000000.0,10810000000.0,1350000000.0,508000000.0,502000000.0,2.53,2.56,1284000000.0,1284000000.0,1284000000.0,1295000000.0,1033000000.0,83000000.0,1116000000.0,-27000000.0,-2000000.0,-193000000.0,207000000.0,14000000.0,1336000000.0,3384000000.0,531000000.0,2853000000.0,4720000000.0,7426000000.0,12146000000.0,12146000000.0,-25000000.0,-25000000.0,,-1000000.0,7000000.0,0.0,-6000000.0,,,,-11000000.0,-24000000.0,262000000.0,,,,,,0.0,2853000000.0,2845000000.0,,0.0,,,,8000000.0,,,,,,,,,,,
2020-12-31 00:00:00,-17467492.260062,0.140867,2392000000.0,1102000000.0,823000000.0,7086000000.0,2268000000.0,1445000000.0,-134000000.0,153000000.0,19000000.0,1208532507.739938,1102000000.0,10122000000.0,1616000000.0,517000000.0,509000000.0,2.13,2.17,1102000000.0,1102000000.0,1102000000.0,1110000000.0,1110000000.0,182000000.0,1292000000.0,-125000000.0,-1000000.0,-134000000.0,153000000.0,19000000.0,1551000000.0,3036000000.0,521000000.0,2515000000.0,4587000000.0,7086000000.0,11673000000.0,11673000000.0,-124000000.0,-124000000.0,,-88000000.0,107000000.0,,-19000000.0,,,,-8000000.0,-36000000.0,0.0,,,,,,,2515000000.0,2469000000.0,,,0.0,,,46000000.0,,,,,,,,,,,
Symbol,BAX,BAX,BAX,BAX,BAX,BAX,BAX,BAX,BAX,BAX,BAX,BAX,BAX,BAX,BAX,BAX,BAX,BAX,BAX,BAX,BAX,BAX,BAX,BAX,BAX,BAX,BAX,BAX,BAX,BAX,BAX,BAX,BAX,BAX,BAX,BAX,BAX,BAX,BAX,BAX,BAX,,BAX,BAX,BAX,BAX,,,,BAX,BAX,BAX,,,,,,BAX,BAX,BAX,,BAX,BAX,,,BAX,,,,,,,,,,,
Symbol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-31 00:00:00,-12690000.0,0.235,2650000000.0,1241000000.0,923000000.0,33849000000.0,2596000000.0,1673000000.0,-52000000.0,52000000.0,,1282310000.0,1241000000.0,41725000000.0,1574000000.0,218500000.0,217700000.0,5.68,5.7,1241000000.0,1241000000.0,1241000000.0,1241000000.0,1241000000.0,381000000.0,1621000000.0,-54000000.0,,-52000000.0,52000000.0,,1727000000.0,7876000000.0,,7876000000.0,9603000000.0,33849000000.0,43452000000.0,43452000000.0,-54000000.0,-54000000.0,,-132000000.0,,,153000000.0,,,,,78000000.0,,,,,,,21000000.0,,,,,,1000000.0,,,,,,,,,,,,,
2023-01-31 00:00:00,-24633000.0,0.207,2860000000.0,1419000000.0,918000000.0,36386000000.0,2741000000.0,1823000000.0,-35000000.0,35000000.0,,1513367000.0,1419000000.0,44356000000.0,1795000000.0,225700000.0,224800000.0,6.29,6.31,1419000000.0,1419000000.0,1419000000.0,1419000000.0,1419000000.0,370000000.0,1788000000.0,-119000000.0,,-35000000.0,35000000.0,,1942000000.0,7970000000.0,,7970000000.0,9912000000.0,36386000000.0,46298000000.0,46298000000.0,-119000000.0,-119000000.0,,-147000000.0,,,147000000.0,,,,,28000000.0,,,,,,,0.0,,,,,,1000000.0,,,,,,,,,,,,,
2022-01-31 00:00:00,8360000.0,0.19,3874000000.0,2454000000.0,869000000.0,40121000000.0,3918000000.0,3049000000.0,-25000000.0,25000000.0,,2418360000.0,2454000000.0,48756000000.0,3039000000.0,249300000.0,246800000.0,9.84,9.94,2454000000.0,2454000000.0,2454000000.0,2454000000.0,2454000000.0,574000000.0,3024000000.0,44000000.0,,-25000000.0,25000000.0,,3005000000.0,8635000000.0,,8635000000.0,11640000000.0,40121000000.0,51761000000.0,51761000000.0,44000000.0,44000000.0,,34000000.0,,,-34000000.0,,,,,10000000.0,,,,,,,0.0,,,,,,4000000.0,,,,,,,,,,,,,
2021-01-31 00:00:00,-52614219.604544,0.243584,3484000000.0,1798000000.0,839000000.0,36689000000.0,3268000000.0,2429000000.0,-52000000.0,52000000.0,,1961385780.395456,1798000000.0,44617000000.0,2391000000.0,263000000.0,259600000.0,6.84,6.93,1798000000.0,1798000000.0,1798000000.0,1798000000.0,1798000000.0,579000000.0,2377000000.0,-216000000.0,,-52000000.0,52000000.0,,2645000000.0,7928000000.0,,7928000000.0,10573000000.0,36689000000.0,47262000000.0,47262000000.0,-216000000.0,-216000000.0,,-254000000.0,,,254000000.0,,,,,38000000.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
Symbol,BBY,BBY,BBY,BBY,BBY,BBY,BBY,BBY,BBY,BBY,,BBY,BBY,BBY,BBY,BBY,BBY,BBY,BBY,BBY,BBY,BBY,BBY,BBY,BBY,BBY,BBY,,BBY,BBY,,BBY,BBY,,BBY,BBY,BBY,BBY,BBY,BBY,BBY,,BBY,,,BBY,,,,,BBY,,,,,,,BBY,,,,,,BBY,,,,,,,,,,,,,
2023-09-30 00:00:00,-27808000.0,0.079,4754000000.0,1530000000.0,2288000000.0,11202000000.0,4402000000.0,2114000000.0,-403000000.0,452000000.0,49000000.0,1854192000.0,1484000000.0,16948000000.0,2111000000.0,288392000.0,286282000.0,4.94,4.97,1424000000.0,1424000000.0,1484000000.0,1484000000.0,1530000000.0,132000000.0,1662000000.0,-359000000.0,-7000000.0,-403000000.0,452000000.0,49000000.0,2424000000.0,5746000000.0,1237000000.0,4719000000.0,8170000000.0,11202000000.0,19372000000.0,19372000000.0,-352000000.0,-352000000.0,,-313000000.0,,,313000000.0,-210000000.0,,,,-39000000.0,-46000000.0,,,,,,,,,,,,,,,60000000.0,,,,,,,,,,
2022-09-30 00:00:00,-23157000.0,0.083,4689000000.0,1635000000.0,2229000000.0,10393000000.0,4410000000.0,2181000000.0,-382000000.0,398000000.0,16000000.0,1890843000.0,1779000000.0,16395000000.0,2282000000.0,287364000.0,285005000.0,5.88,5.93,1689000000.0,1689000000.0,1779000000.0,1779000000.0,1635000000.0,148000000.0,1783000000.0,-308000000.0,-29000000.0,-382000000.0,398000000.0,16000000.0,2475000000.0,6002000000.0,1256000000.0,4709000000.0,8477000000.0,10393000000.0,18870000000.0,18870000000.0,-279000000.0,-279000000.0,,-216000000.0,24000000.0,,192000000.0,37000000.0,,,,-63000000.0,144000000.0,,,,,,,,,,,,,,,90000000.0,,,,,,,,,,
2021-09-30 00:00:00,-16276000.0,0.052,4704000000.0,1604000000.0,2230000000.0,10500000000.0,4391000000.0,2161000000.0,-460000000.0,469000000.0,9000000.0,1900724000.0,2092000000.0,16701000000.0,2250000000.0,292089000.0,289288000.0,6.85,6.92,2002000000.0,2002000000.0,2092000000.0,2092000000.0,1604000000.0,88000000.0,1692000000.0,-277000000.0,36000000.0,-460000000.0,469000000.0,9000000.0,2430000000.0,6201000000.0,1279000000.0,4719000000.0,8631000000.0,10500000000.0,19131000000.0,19131000000.0,-313000000.0,-313000000.0,,-357000000.0,178000000.0,,179000000.0,203000000.0,4867000000.0,,,44000000.0,488000000.0,,,,,,,1000000.0,,,,,,,1000000.0,90000000.0,,,,,,,,,,
2020-09-30 00:00:00,-35143000.0,0.113,3368000000.0,352000000.0,2115000000.0,9276000000.0,3057000000.0,942000000.0,-521000000.0,528000000.0,7000000.0,627857000.0,874000000.0,14863000000.0,912000000.0,282402000.0,278971000.0,2.71,2.75,767000000.0,767000000.0,874000000.0,874000000.0,352000000.0,62000000.0,414000000.0,-275000000.0,36000000.0,-521000000.0,528000000.0,7000000.0,1211000000.0,5587000000.0,1039000000.0,4185000000.0,6798000000.0,9276000000.0,16074000000.0,16074000000.0,-311000000.0,-311000000.0,,-307000000.0,8000000.0,,299000000.0,363000000.0,4325000000.0,,,-4000000.0,522000000.0,,,,,,0.0,-7000000.0,,,,,,,-7000000.0,107000000.0,,,,,,,,,,
Symbol,BDX,BDX,BDX,BDX,BDX,BDX,BDX,BDX,BDX,BDX,BDX,BDX,BDX,BDX,BDX,BDX,BDX,BDX,BDX,BDX,BDX,BDX,BDX,BDX,BDX,BDX,BDX,BDX,BDX,BDX,BDX,BDX,BDX,BDX,BDX,BDX,BDX,BDX,BDX,BDX,BDX,,BDX,BDX,,BDX,BDX,BDX,,,BDX,BDX,,,,,,BDX,BDX,,,,,,,BDX,BDX,,,,,,,,,,
Symbol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-30 00:00:00,56288700.0,0.221,1730100000.0,882800000.0,445400000.0,3389700000.0,1984800000.0,1539400000.0,-123700000.0,123700000.0,,684388700.0,882800000.0,6747100000.0,1102300000.0,490800000.0,490000000.0,1.72,1.72,845100000.0,845100000.0,882800000.0,1103400000.0,1103400000.0,312300000.0,1415700000.0,437100000.0,59300000.0,-123700000.0,123700000.0,,1102300000.0,3253100000.0,,2407000000.0,4355400000.0,3494000000.0,7849400000.0,7809300000.0,254700000.0,254700000.0,228900000.0,,,,,505000000.0,1613100000.0,37700000.0,-220600000.0,254700000.0,,341100000.0,341100000.0,341100000.0,341100000.0,,,793900000.0,565000000.0,,,123100000.0,,,,,,,,228900000.0,,,,,,
2022-09-30 00:00:00,-3068600.0,0.229,2218800000.0,1291900000.0,377800000.0,2994000000.0,2205400000.0,1827600000.0,-98200000.0,98200000.0,,1302231400.0,1291900000.0,6501400000.0,1773900000.0,489300000.0,488700000.0,2.53,2.53,1237800000.0,1237800000.0,1291900000.0,1333200000.0,1333200000.0,396200000.0,1729400000.0,53700000.0,30900000.0,-98200000.0,98200000.0,,1773900000.0,3411600000.0,,2629400000.0,5185500000.0,3089800000.0,8275300000.0,8224800000.0,-13400000.0,-13400000.0,218900000.0,,,,,500200000.0,1845600000.0,54100000.0,-41300000.0,-13400000.0,,282000000.0,282000000.0,282000000.0,282000000.0,,,783800000.0,564900000.0,,,36200000.0,,,,,,,,218900000.0,,,,,,
2021-09-30 00:00:00,66251900.0,0.143,2376900000.0,1831200000.0,310600000.0,2892700000.0,2840200000.0,2529600000.0,-85400000.0,85400000.0,8800000.0,1434151900.0,1831200000.0,6550500000.0,1875000000.0,490600000.0,489900000.0,3.57,3.58,1753500000.0,1753500000.0,1831200000.0,2094600000.0,2094600000.0,349600000.0,2444200000.0,654600000.0,37000000.0,-85400000.0,85400000.0,8800000.0,1875000000.0,3579200000.0,,2861100000.0,5454200000.0,2971300000.0,8425500000.0,8388300000.0,463300000.0,463300000.0,218100000.0,,,,,486100000.0,2105800000.0,77700000.0,-263400000.0,463300000.0,,232000000.0,232000000.0,232000000.0,232000000.0,,,755300000.0,537200000.0,,,154300000.0,,,,,,,,218100000.0,,,,,,
2020-09-30 00:00:00,15413300.0,0.227,1111900000.0,798900000.0,128500000.0,1799400000.0,1179800000.0,1051300000.0,-33400000.0,33400000.0,14300000.0,746413300.0,798900000.0,4517600000.0,1048900000.0,492400000.0,491900000.0,1.59,1.59,783600000.0,783600000.0,798900000.0,787100000.0,787100000.0,230800000.0,1017900000.0,2400000.0,32600000.0,-33400000.0,33400000.0,14300000.0,1048900000.0,2643700000.0,,2301300000.0,3692600000.0,1873900000.0,5566500000.0,5538800000.0,67900000.0,67900000.0,147900000.0,,,,,288400000.0,1703100000.0,15300000.0,11800000.0,67900000.0,,54000000.0,54000000.0,54000000.0,54000000.0,,,598200000.0,450300000.0,,,-98100000.0,,,,,,,,147900000.0,,,,,,
Symbol,BEN,BEN,BEN,BEN,BEN,BEN,BEN,BEN,BEN,BEN,BEN,BEN,BEN,BEN,BEN,BEN,BEN,BEN,BEN,BEN,BEN,BEN,BEN,BEN,BEN,BEN,BEN,BEN,BEN,BEN,BEN,BEN,BEN,,BEN,BEN,BEN,BEN,BEN,BEN,BEN,BEN,,,,,BEN,BEN,BEN,BEN,BEN,,BEN,BEN,BEN,BEN,,,BEN,BEN,,,BEN,,,,,,,,BEN,,,,,,
2023-04-30 00:00:00,0.0,0.23,1187000000.0,783000000.0,80000000.0,1734000000.0,1187000000.0,1107000000.0,-81000000.0,90000000.0,9000000.0,783000000.0,783000000.0,3101000000.0,1127000000.0,480465000.0,479155000.0,1.63,1.63,783000000.0,783000000.0,783000000.0,783000000.0,783000000.0,234000000.0,1017000000.0,-29000000.0,-29000000.0,-81000000.0,90000000.0,9000000.0,1127000000.0,1367000000.0,,1248000000.0,2494000000.0,1734000000.0,4228000000.0,5372000000.0,0.0,0.0,,0.0,,,,119000000.0,506000000.0,,,,,,,,,,0.0,742000000.0,742000000.0,,,,,,,,,,,,1144000000.0,,,,,
2022-04-30 00:00:00,0.0,0.248,1275000000.0,838000000.0,79000000.0,1542000000.0,1275000000.0,1196000000.0,-77000000.0,82000000.0,5000000.0,838000000.0,838000000.0,2729000000.0,1204000000.0,480565000.0,478879000.0,1.74,1.75,838000000.0,838000000.0,838000000.0,838000000.0,838000000.0,276000000.0,1114000000.0,-13000000.0,-13000000.0,-77000000.0,82000000.0,5000000.0,1204000000.0,1187000000.0,,1128000000.0,2391000000.0,1542000000.0,3933000000.0,5081000000.0,0.0,0.0,,0.0,,,,59000000.0,438000000.0,,,,,,,,,,0.0,690000000.0,690000000.0,,,,,,,,,,,,1148000000.0,,,,,
2021-04-30 00:00:00,20955000.0,0.165,1112000000.0,903000000.0,77000000.0,1367000000.0,1239000000.0,1162000000.0,-79000000.0,81000000.0,2000000.0,796955000.0,903000000.0,2422000000.0,1166000000.0,480677000.0,478527000.0,1.88,1.89,903000000.0,903000000.0,903000000.0,903000000.0,903000000.0,178000000.0,1081000000.0,121000000.0,-6000000.0,-79000000.0,81000000.0,2000000.0,1039000000.0,1055000000.0,,1070000000.0,2094000000.0,1367000000.0,3461000000.0,4526000000.0,127000000.0,127000000.0,,127000000.0,,,,-15000000.0,399000000.0,,,,,,,,,,127000000.0,671000000.0,671000000.0,,,,,,,,,,,,1065000000.0,,,,,
Symbol,BF-B,BF-B,BF-B,BF-B,BF-B,BF-B,BF-B,BF-B,BF-B,BF-B,BF-B,BF-B,BF-B,BF-B,BF-B,BF-B,BF-B,BF-B,BF-B,BF-B,BF-B,BF-B,BF-B,BF-B,BF-B,BF-B,BF-B,BF-B,BF-B,BF-B,BF-B,BF-B,BF-B,,BF-B,BF-B,BF-B,BF-B,BF-B,BF-B,BF-B,,BF-B,,,,BF-B,BF-B,,,,,,,,,,BF-B,BF-B,BF-B,,,,,,,,,,,,BF-B,,,,,
Symbol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-31 00:00:00,-58281600.0,0.104,2598900000.0,1161100000.0,494800000.0,2279200000.0,2038500000.0,1543700000.0,29600000.0,246900000.0,276500000.0,1663218400.0,1161100000.0,8004500000.0,,145600000.0,144700000.0,7.97,8.02,1161100000.0,1161100000.0,1161100000.0,1161500000.0,1161500000.0,135300000.0,1296800000.0,-563900000.0,-3500000.0,29600000.0,246900000.0,276500000.0,1831100000.0,5471100000.0,2462000000.0,2549700000.0,7302200000.0,2533400000.0,9835600000.0,8936300000.0,-560400000.0,-560400000.0,,-218800000.0,,,218800000.0,218800000.0,,,-400000.0,-341600000.0,,240600000.0,240600000.0,240600000.0,240600000.0,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,
2022-12-31 00:00:00,150884800.0,0.176,3499500000.0,3046900000.0,518400000.0,2125800000.0,4356800000.0,3838400000.0,-157300000.0,246600000.0,89300000.0,2340484800.0,3046900000.0,7271500000.0,,146000000.0,145300000.0,20.87,20.96,3046900000.0,3046900000.0,3046900000.0,2961600000.0,2961600000.0,632800000.0,3591800000.0,847200000.0,-10100000.0,-157300000.0,246600000.0,89300000.0,2901900000.0,4993200000.0,2231100000.0,2403600000.0,7895100000.0,2278300000.0,10173400000.0,9688300000.0,857300000.0,857300000.0,,1170100000.0,917000000.0,,-78000000.0,-7400000.0,,,85300000.0,-312800000.0,,365900000.0,365900000.0,365900000.0,365900000.0,,1505400000.0,,,503700000.0,,,2600000.0,,,,,,,,,,,,,
2021-12-31 00:00:00,-24438000.0,0.03,3694700000.0,1556100000.0,487700000.0,2503300000.0,2880100000.0,1998800000.0,-242600000.0,253600000.0,11000000.0,2346262000.0,1556100000.0,8173700000.0,2840700000.0,149600000.0,149100000.0,10.4,10.44,1556100000.0,1556100000.0,1556100000.0,1727600000.0,1727600000.0,52500000.0,1745200000.0,-820200000.0,-5600000.0,-242600000.0,253600000.0,11000000.0,2808000000.0,6064000000.0,2501200000.0,2674300000.0,8872000000.0,2109700000.0,10981700000.0,10505400000.0,-814600000.0,-814600000.0,,32700000.0,18000000.0,,-50700000.0,7200000.0,,,-171500000.0,-847300000.0,,881300000.0,881300000.0,881300000.0,881300000.0,,0.0,,,0.0,,,34900000.0,,,,,,,,,,,,,
2020-12-31 00:00:00,153423600.0,0.197,4956000000.0,4000600000.0,457200000.0,1812800000.0,5734800000.0,5270000000.0,-180500000.0,222500000.0,42000000.0,3375223600.0,4000600000.0,8998300000.0,4550100000.0,161300000.0,160900000.0,24.8,24.86,4000600000.0,4000600000.0,4000600000.0,4060500000.0,4060500000.0,992300000.0,5047500000.0,781700000.0,2900000.0,-180500000.0,222500000.0,42000000.0,4446300000.0,7193100000.0,3990900000.0,2504500000.0,11639400000.0,1805200000.0,13444600000.0,12670000000.0,778800000.0,778800000.0,,103800000.0,75000000.0,,-86300000.0,232900000.0,,,-59900000.0,675000000.0,,464800000.0,464800000.0,464800000.0,464800000.0,,92500000.0,,,0.0,,,5300000.0,,,,,,,,,,,,,
Symbol,BIIB,BIIB,BIIB,BIIB,BIIB,BIIB,BIIB,BIIB,BIIB,BIIB,BIIB,BIIB,BIIB,BIIB,BIIB,BIIB,BIIB,BIIB,BIIB,BIIB,BIIB,BIIB,BIIB,BIIB,BIIB,BIIB,BIIB,BIIB,BIIB,BIIB,BIIB,BIIB,BIIB,BIIB,BIIB,BIIB,BIIB,BIIB,BIIB,BIIB,BIIB,,BIIB,BIIB,,BIIB,BIIB,,,BIIB,BIIB,,BIIB,BIIB,BIIB,BIIB,,BIIB,,,BIIB,,,BIIB,,,,,,,,,,,,,
2023-12-31 00:00:00,-310426000.0,0.25,586939000.0,-637324000.0,145900000.0,1244316000.0,-654765000.0,-800665000.0,51461000.0,49439000.0,100900000.0,293954000.0,-637324000.0,2333466000.0,337796000.0,29209000.0,29209000.0,-21.82,-21.82,-637324000.0,-637324000.0,-637324000.0,-637324000.0,-637324000.0,-212780000.0,-850104000.0,-1239404000.0,2300000.0,51461000.0,49439000.0,100900000.0,337796000.0,1089150000.0,247427000.0,841723000.0,1426946000.0,1244316000.0,2671262000.0,2671262000.0,-1241704000.0,-1241704000.0,,2500000.0,,,,,,,,-1244204000.0,,,,,,,2500000.0,,,,0.0,,,,,,,,,,,,,,,
2022-12-31 00:00:00,-1191154721.0,0.229,672690000.0,-3627535000.0,137300000.0,1234919000.0,-4528859000.0,-4666159000.0,19886000.0,38114000.0,58000000.0,382859279.0,-3627535000.0,2327133000.0,482616000.0,29785000.0,29785000.0,-121.79,-121.79,-3627535000.0,-3627535000.0,-3627535000.0,-3627535000.0,-3627535000.0,-1076738000.0,-4704273000.0,-5199249000.0,2300000.0,19886000.0,38114000.0,58000000.0,475116000.0,1092214000.0,256889000.0,827825000.0,1567330000.0,1234919000.0,2802249000.0,2802249000.0,-5201549000.0,-5201549000.0,,-10500000.0,,,,7500000.0,,,,-5191049000.0,,,,,,,1400000.0,,,,11900000.0,,,,,,,,,,,,,,,
2021-12-31 00:00:00,1079822205.0,0.219,657511000.0,4254257000.0,137600000.0,1284449000.0,5588206000.0,5450606000.0,17349000.0,1551000.0,18900000.0,403384205.0,4254257000.0,2422209000.0,500336000.0,30208000.0,29831000.0,140.83,142.61,4254257000.0,4254257000.0,4254257000.0,4254257000.0,4254257000.0,1194798000.0,5449055000.0,4931395000.0,700000.0,17349000.0,1551000.0,18900000.0,500336000.0,1137760000.0,260638000.0,877122000.0,1638096000.0,1284449000.0,2922545000.0,2922545000.0,4930695000.0,4930695000.0,,-800000.0,,,,,,,,4931495000.0,,,,,,,0.0,,,,800000.0,,,,,,,,,,,,,,,
2020-12-31 00:00:00,1008482496.0,0.224,576314000.0,3814229000.0,138600000.0,1107739000.0,5078468000.0,4939868000.0,-3661000.0,21861000.0,18200000.0,320557496.0,3814229000.0,2124300000.0,421326000.0,30160000.0,29768000.0,126.47,128.13,3814229000.0,3814229000.0,3814229000.0,3814229000.0,3814229000.0,1103778000.0,4918007000.0,4500354000.0,-1800000.0,-3661000.0,21861000.0,18200000.0,421326000.0,1016561000.0,217763000.0,798798000.0,1437887000.0,1107739000.0,2545626000.0,2545626000.0,4502154000.0,4502154000.0,,7100000.0,,0.0,,,,,,4495054000.0,,,,,,,11700000.0,,,0.0,4600000.0,,,,,,,,,,,,,,,
Symbol,BIO,BIO,BIO,BIO,BIO,BIO,BIO,BIO,BIO,BIO,BIO,BIO,BIO,BIO,BIO,BIO,BIO,BIO,BIO,BIO,BIO,BIO,BIO,BIO,BIO,BIO,BIO,BIO,BIO,BIO,BIO,BIO,BIO,BIO,BIO,BIO,BIO,BIO,BIO,BIO,BIO,,BIO,,BIO,,BIO,,,,BIO,,,,,,,BIO,,,BIO,BIO,,,,,,,,,,,,,,,
2023-12-31 00:00:00,-222504892.367906,0.195695,,3286000000.0,1748000000.0,,,,4345000000.0,16303000000.0,20648000000.0,4200495107.632094,3286000000.0,,,,,,,3051000000.0,3051000000.0,3286000000.0,3288000000.0,3288000000.0,800000000.0,4088000000.0,,,,,,,,,7095000000.0,,,17293000000.0,17293000000.0,-1137000000.0,-1137000000.0,,-1137000000.0,726000000.0,0.0,267000000.0,,,,-2000000.0,-37000000.0,,57000000.0,57000000.0,57000000.0,57000000.0,,-144000000.0,7095000000.0,,,,,,,7095000000.0,235000000.0,,,,,,,,,,
2022-12-31 00:00:00,-237461538.461538,0.230769,,2573000000.0,1636000000.0,,,,3504000000.0,3614000000.0,7118000000.0,3364538461.538462,2573000000.0,,,814795000.0,811047000.0,2.9,2.91,2362000000.0,2362000000.0,2573000000.0,2560000000.0,2560000000.0,768000000.0,3328000000.0,,,,,,,,,6800000000.0,,,16034000000.0,16034000000.0,-1029000000.0,-1029000000.0,,-1029000000.0,134000000.0,680000000.0,215000000.0,,,,13000000.0,-467000000.0,,67000000.0,67000000.0,67000000.0,67000000.0,,0.0,6800000000.0,,,,,,,6800000000.0,211000000.0,,,,,,,,,,
2021-12-31 00:00:00,0.0,0.189,,3759000000.0,1867000000.0,,,,2618000000.0,227000000.0,2845000000.0,3759000000.0,3759000000.0,,,856359000.0,851798561.0,4.14,4.17,3550000000.0,3550000000.0,3759000000.0,3771000000.0,3771000000.0,877000000.0,4648000000.0,,,,,,,,,6337000000.0,,,15633000000.0,15633000000.0,0.0,0.0,,0.0,,0.0,,,,2000000.0,-12000000.0,94000000.0,,82000000.0,82000000.0,82000000.0,82000000.0,,,6337000000.0,,,,,,,6337000000.0,207000000.0,,,,,,,,,,
