index,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Income Expense,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Research And Development,Selling General And Administration,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Total Unusual Items,Total Unusual Items Excluding Goodwill,Rent Expense Supplemental,Special Income Charges,Other Special Charges,Impairment Of Capital Assets,Restructuring And Mergern Acquisition,Other Operating Expenses,Selling And Marketing Expense,Otherunder Preferred Stock Dividend,Minority Interests,Gain On Sale Of Security,Net Income Discontinuous Operations,Depreciation Amortization Depletion Income Statement,Depreciation And Amortization In Income Statement,Amortization,Amortization Of Intangibles Income Statement,Average Dilution Earnings,Gain On Sale Of Business,General And Administrative Expense,Other Gand A,Gain On Sale Of Ppe,Write Off,Earnings From Equity Interest,Earnings From Equity Interest Net Of Tax,Other Taxes,Salaries And Wages,Preferred Stock Dividends,Total Other Finance Cost,Depreciation Income Statement,Provision For Doubtful Accounts,Rent And Landing Fees,Excise Taxes,Insurance And Claims,Net Income From Tax Loss Carryforward,Net Income Extraordinary,Securities Amortization,Depletion Income Statement
2020-12-31 00:00:00,0.0,0.188,,3617000000.0,1630000000.0,,,,2977000000.0,1132000000.0,4109000000.0,3617000000.0,3617000000.0,,,892514000.0,890839000.0,3.83,3.84,3417000000.0,3417000000.0,3617000000.0,3626000000.0,3626000000.0,842000000.0,4468000000.0,,,,,,,,,5966000000.0,,,15472000000.0,15472000000.0,0.0,0.0,,0.0,,0.0,,,,6000000.0,-9000000.0,-15000000.0,,104000000.0,104000000.0,104000000.0,104000000.0,,,5966000000.0,105000000.0,,,,,,5966000000.0,194000000.0,,,,,,,,,,
Symbol,BK,BK,,BK,BK,,,,BK,BK,BK,BK,BK,,,BK,BK,BK,BK,BK,BK,BK,BK,BK,BK,BK,,,,,,,,,BK,,,BK,BK,BK,BK,,BK,BK,BK,BK,,,BK,BK,BK,,BK,BK,BK,BK,,BK,BK,BK,,,,,,BK,BK,,,,,,,,,,
2023-12-31 00:00:00,-104422000.0,0.218,7522000000.0,4289000000.0,665000000.0,,7043000000.0,6378000000.0,123000000.0,897000000.0,1020000000.0,4663578000.0,4289000000.0,15530000000.0,5835000000.0,36530000.0,36140000.0,117.4,118.67,4289000000.0,4289000000.0,4289000000.0,4289000000.0,4289000000.0,1192000000.0,5481000000.0,-477000000.0,2000000.0,123000000.0,897000000.0,1020000000.0,5835000000.0,15530000000.0,,14366000000.0,,,21365000000.0,21365000000.0,-479000000.0,-479000000.0,,0.0,,,,660000000.0,9517000000.0,,,-479000000.0,,504000000.0,504000000.0,,,,,4849000000.0,1555000000.0,,,,,,3294000000.0,,,,,,,,,,,
2022-12-31 00:00:00,-222326000.0,0.221,5927000000.0,3058000000.0,607000000.0,,4921000000.0,4314000000.0,-172000000.0,391000000.0,219000000.0,3841674000.0,3058000000.0,11988000000.0,5102000000.0,40052000.0,39872000.0,76.35,76.7,3058000000.0,3058000000.0,3058000000.0,3058000000.0,3058000000.0,865000000.0,3923000000.0,-1007000000.0,-1000000.0,-172000000.0,391000000.0,219000000.0,5102000000.0,11988000000.0,,11210000000.0,,,17090000000.0,17090000000.0,-1006000000.0,-1006000000.0,,0.0,,0.0,-199000000.0,327000000.0,7979000000.0,,,-1006000000.0,,451000000.0,451000000.0,,,,,3231000000.0,766000000.0,,,,,,2465000000.0,,,,,,,,,,,
2021-12-31 00:00:00,-143500000.0,0.205,3098000000.0,1165000000.0,599000000.0,,2398000000.0,1799000000.0,-318000000.0,334000000.0,16000000.0,1721500000.0,1165000000.0,8462000000.0,2496000000.0,41362000.0,41042000.0,28.17,28.39,1165000000.0,1165000000.0,1165000000.0,1165000000.0,1165000000.0,300000000.0,1465000000.0,-713000000.0,-13000000.0,-318000000.0,334000000.0,16000000.0,2496000000.0,8462000000.0,,7616000000.0,,,10958000000.0,10958000000.0,-700000000.0,-700000000.0,,-242000000.0,242000000.0,0.0,13000000.0,425000000.0,4780000000.0,,,-458000000.0,,421000000.0,421000000.0,,,,,2836000000.0,522000000.0,,0.0,,,,2314000000.0,,,,,,,,,,,
2020-12-31 00:00:00,79650000.0,0.27,1270000000.0,59000000.0,642000000.0,,1565000000.0,923000000.0,-302000000.0,356000000.0,54000000.0,-156350000.0,59000000.0,6216000000.0,-631000000.0,41160000.0,40974000.0,1.44,1.45,59000000.0,59000000.0,59000000.0,59000000.0,59000000.0,508000000.0,567000000.0,289000000.0,-6000000.0,-302000000.0,356000000.0,54000000.0,580000000.0,6216000000.0,,5459000000.0,,,6796000000.0,6796000000.0,295000000.0,295000000.0,,-1311000000.0,,1062000000.0,149000000.0,299000000.0,2934000000.0,,,1606000000.0,,458000000.0,458000000.0,,,,,2525000000.0,581000000.0,,100000000.0,,,,1944000000.0,,,,,,,,,,,
Symbol,BKNG,BKNG,BKNG,BKNG,BKNG,,BKNG,BKNG,BKNG,BKNG,BKNG,BKNG,BKNG,BKNG,BKNG,BKNG,BKNG,BKNG,BKNG,BKNG,BKNG,BKNG,BKNG,BKNG,BKNG,BKNG,BKNG,BKNG,BKNG,BKNG,BKNG,BKNG,BKNG,,BKNG,,,BKNG,BKNG,BKNG,BKNG,,BKNG,BKNG,BKNG,BKNG,BKNG,BKNG,,,BKNG,,BKNG,BKNG,,,,,BKNG,BKNG,,BKNG,,,,BKNG,,,,,,,,,,,
2023-12-31 00:00:00,135892000.0,0.212,7233000000.0,5502000000.0,427000000.0,9155000000.0,7874000000.0,7447000000.0,181000000.0,292000000.0,473000000.0,4996892000.0,5502000000.0,11526000000.0,6275000000.0,150700000.0,149300000.0,36.51,36.85,5502000000.0,5502000000.0,5502000000.0,5676000000.0,5676000000.0,1479000000.0,7155000000.0,641000000.0,,181000000.0,292000000.0,473000000.0,6333000000.0,2095000000.0,,1944000000.0,8428000000.0,9431000000.0,17859000000.0,17859000000.0,641000000.0,641000000.0,418000000.0,-64000000.0,,,64000000.0,,344000000.0,,-174000000.0,705000000.0,,151000000.0,151000000.0,151000000.0,151000000.0,,,1600000000.0,1182000000.0,,,,,,,,,,,418000000.0,,,,,,
2022-12-31 00:00:00,-27800000.0,0.2,7059000000.0,5178000000.0,418000000.0,9099000000.0,6920000000.0,6502000000.0,-60000000.0,212000000.0,152000000.0,5289200000.0,5178000000.0,11384000000.0,6385000000.0,152400000.0,150900000.0,33.97,34.31,5178000000.0,5178000000.0,5178000000.0,4994000000.0,4994000000.0,1296000000.0,6290000000.0,-139000000.0,,-60000000.0,212000000.0,152000000.0,6489000000.0,2018000000.0,,1867000000.0,8507000000.0,9366000000.0,17873000000.0,17873000000.0,-139000000.0,-139000000.0,403000000.0,-94000000.0,,,94000000.0,,331000000.0,,184000000.0,-45000000.0,,151000000.0,151000000.0,151000000.0,151000000.0,,,1536000000.0,1133000000.0,,,,,,,,,,,403000000.0,,,,,,
2021-12-31 00:00:00,202506790.652147,0.240793,7952000000.0,5901000000.0,415000000.0,9288000000.0,8793000000.0,8378000000.0,-118000000.0,205000000.0,87000000.0,5262506790.652147,5901000000.0,11924000000.0,7450000000.0,154400000.0,152200000.0,38.22,38.76,5901000000.0,5901000000.0,5901000000.0,6205000000.0,6205000000.0,1968000000.0,8173000000.0,841000000.0,,-118000000.0,205000000.0,87000000.0,7450000000.0,2368000000.0,,2221000000.0,9818000000.0,9556000000.0,19374000000.0,19374000000.0,841000000.0,841000000.0,364000000.0,0.0,,,0.0,,238000000.0,,-304000000.0,841000000.0,,147000000.0,147000000.0,147000000.0,147000000.0,,,2221000000.0,2221000000.0,,,,,,,,,,,364000000.0,,,,,,
2020-12-31 00:00:00,194400000.0,0.2,6115000000.0,4932000000.0,358000000.0,7687000000.0,7087000000.0,6729000000.0,-143000000.0,205000000.0,62000000.0,4154400000.0,4932000000.0,10510000000.0,5695000000.0,154840582.0,153489422.0,31.85,32.13,4932000000.0,4932000000.0,4932000000.0,5286000000.0,5286000000.0,1238000000.0,6524000000.0,972000000.0,,-143000000.0,205000000.0,62000000.0,5695000000.0,2571000000.0,,2465000000.0,8266000000.0,7939000000.0,16205000000.0,16205000000.0,972000000.0,972000000.0,319000000.0,0.0,589000000.0,,0.0,,229000000.0,,-354000000.0,972000000.0,,106000000.0,106000000.0,106000000.0,106000000.0,,,2465000000.0,2465000000.0,,,,,,,,,,,319000000.0,,,,,,
Symbol,BLK,BLK,BLK,BLK,BLK,BLK,BLK,BLK,BLK,BLK,BLK,BLK,BLK,BLK,BLK,BLK,BLK,BLK,BLK,BLK,BLK,BLK,BLK,BLK,BLK,BLK,BLK,,BLK,BLK,BLK,BLK,BLK,,BLK,BLK,BLK,BLK,BLK,BLK,BLK,BLK,BLK,BLK,,BLK,,BLK,,BLK,BLK,,BLK,BLK,BLK,BLK,,,BLK,BLK,,,,,,,,,,,BLK,,,,,,
Symbol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-31 00:00:00,1363000.0,0.047,19337000000.0,8025000000.0,9760000000.0,9980000000.0,19366000000.0,9606000000.0,-1166000000.0,1166000000.0,,7997363000.0,8025000000.0,36811000000.0,,2078000000.0,2069000000.0,3.86,3.88,8025000000.0,8025000000.0,8025000000.0,8040000000.0,8040000000.0,400000000.0,8440000000.0,1411000000.0,1382000000.0,-1166000000.0,1166000000.0,,8195000000.0,26118000000.0,9299000000.0,7772000000.0,34313000000.0,10693000000.0,45006000000.0,44386000000.0,29000000.0,29000000.0,,-260000000.0,-390000000.0,,1512000000.0,,,,-15000000.0,289000000.0,,9047000000.0,9047000000.0,9047000000.0,9047000000.0,,862000000.0,,,,,-160000000.0,,,,,,,,,,,,,,
2022-12-31 00:00:00,-239304000.0,0.177,20573000000.0,6327000000.0,10276000000.0,9456000000.0,19221000000.0,8945000000.0,-1232000000.0,1232000000.0,,7439696000.0,6327000000.0,37055000000.0,,2146000000.0,2130000000.0,2.95,2.97,6327000000.0,6327000000.0,6327000000.0,6345000000.0,6345000000.0,1368000000.0,7713000000.0,-159000000.0,1193000000.0,-1232000000.0,1232000000.0,,9104000000.0,26918000000.0,9509000000.0,7814000000.0,36022000000.0,10137000000.0,46159000000.0,45413000000.0,-1352000000.0,-1352000000.0,,-722000000.0,444000000.0,,1321000000.0,,7814000000.0,,-18000000.0,-630000000.0,,9595000000.0,9595000000.0,9595000000.0,9595000000.0,,1043000000.0,,,,,-801000000.0,,,,,,,,,,,,,,
2021-12-31 00:00:00,-34000493.949123,0.13386,20372000000.0,6994000000.0,10686000000.0,9277000000.0,20118000000.0,9432000000.0,-1334000000.0,1334000000.0,,7213999506.050877,6994000000.0,37848000000.0,,2245000000.0,2153000000.0,3.12,3.24849,6994000000.0,6994000000.0,6994000000.0,7014000000.0,7014000000.0,1084000000.0,8098000000.0,895000000.0,1149000000.0,-1334000000.0,1334000000.0,,8537000000.0,27908000000.0,10195000000.0,7690000000.0,36445000000.0,9940000000.0,46385000000.0,45771000000.0,-254000000.0,-254000000.0,,-1038000000.0,363000000.0,0.0,1350000000.0,,7690000000.0,,-20000000.0,784000000.0,,10023000000.0,10023000000.0,10023000000.0,10023000000.0,,675000000.0,,,,,745000000.0,,0.0,,,,,,,,,,,,
2020-12-31 00:00:00,-2524770000.0,0.27,14280000000.0,-9015000000.0,10380000000.0,11081000000.0,4929000000.0,-5451000000.0,-1420000000.0,1420000000.0,,-2188770000.0,-9015000000.0,40341000000.0,,2258000000.0,2258000000.0,-3.99,-3.99,-9015000000.0,-9015000000.0,-9015000000.0,-8995000000.0,-8995000000.0,2124000000.0,-6871000000.0,-7628000000.0,1723000000.0,-1420000000.0,1420000000.0,,2177000000.0,28568000000.0,11143000000.0,7661000000.0,30745000000.0,11773000000.0,42518000000.0,41936000000.0,-9351000000.0,-9351000000.0,,-10700000000.0,-194000000.0,21000000.0,10928000000.0,530000000.0,7661000000.0,,-20000000.0,1349000000.0,,9688000000.0,9688000000.0,9688000000.0,9688000000.0,,55000000.0,,,,,1228000000.0,,76000000.0,,,,,,,,,,,,
Symbol,BMY,BMY,BMY,BMY,BMY,BMY,BMY,BMY,BMY,BMY,,BMY,BMY,BMY,,BMY,BMY,BMY,BMY,BMY,BMY,BMY,BMY,BMY,BMY,BMY,BMY,BMY,BMY,BMY,,BMY,BMY,BMY,BMY,BMY,BMY,BMY,BMY,BMY,BMY,,BMY,BMY,BMY,BMY,BMY,BMY,,BMY,BMY,,BMY,BMY,BMY,BMY,,BMY,,,,,BMY,,BMY,,,,,,,,,,,,
2023-12-31 00:00:00,0.0,0.110934,309690000.0,167645000.0,104386000.0,472668000.0,309690000.0,205304000.0,41004000.0,16741000.0,58339000.0,167645000.0,167645000.0,2261127000.0,158097000.0,191595000.0,187834000.0,0.87,0.89,167645000.0,167645000.0,167645000.0,167645000.0,167645000.0,20918000.0,188563000.0,-10538000.0,-10538000.0,41004000.0,16741000.0,58339000.0,158099000.0,1746273000.0,746773000.0,937300000.0,1904372000.0,514854000.0,2419226000.0,2419226000.0,0.0,0.0,,0.0,,,0.0,,488400000.0,,,,,62200000.0,62200000.0,62200000.0,62200000.0,,,448900000.0,448900000.0,0.0,,,,,,,594000.0,,,,,,,,,
2022-12-31 00:00:00,5551385.24897,0.053585,163322000.0,141561000.0,101969000.0,444500000.0,266922000.0,164953000.0,2064000.0,15377000.0,18034000.0,43512385.24897,141561000.0,2050075000.0,149562000.0,188963000.0,185266000.0,0.75,0.76,141561000.0,141561000.0,141561000.0,141561000.0,141561000.0,8015000.0,149576000.0,101550000.0,-2050000.0,2064000.0,15377000.0,18034000.0,45964000.0,1566406000.0,649606000.0,854000000.0,1612370000.0,483669000.0,2096039000.0,2096039000.0,103600000.0,103600000.0,,103600000.0,,,4400000.0,,450300000.0,,,,,62800000.0,62800000.0,62800000.0,62800000.0,0.0,,403700000.0,403700000.0,108000000.0,,,,,,,593000.0,,,,,,,,,
2021-12-31 00:00:00,-1196549.435965,0.149569,55433000.0,-64080000.0,108039000.0,424376000.0,47433000.0,-60606000.0,-4855000.0,14744000.0,10482000.0,-57276549.435965,-64080000.0,1920608000.0,-82341000.0,182852000.0,182852000.0,-0.35,-0.35,-64080000.0,-64080000.0,-64080000.0,-64080000.0,-64080000.0,-11270000.0,-75350000.0,3846000.0,11846000.0,-4855000.0,14744000.0,10482000.0,-74333000.0,1450093000.0,628793000.0,759400000.0,1375760000.0,470515000.0,1846275000.0,1846275000.0,-8000000.0,-8000000.0,,-8000000.0,,,8000000.0,,405100000.0,,,,,61900000.0,61900000.0,61900000.0,61900000.0,0.0,,354300000.0,354300000.0,0.0,,,,,,,593000.0,,,,,,,,,
2020-12-31 00:00:00,13046400.0,0.27,35335000.0,854029000.0,105172000.0,481300000.0,83655000.0,-21517000.0,-12699000.0,27480000.0,16610000.0,818755400.0,854029000.0,1952288000.0,-43440000.0,191678000.0,180804000.0,4.53,4.75,862342000.0,854029000.0,854029000.0,854029000.0,854029000.0,-903026000.0,-48997000.0,55462000.0,7142000.0,-12699000.0,27480000.0,16610000.0,-91833000.0,1428016000.0,628116000.0,737700000.0,1336183000.0,524272000.0,1860455000.0,1860455000.0,48320000.0,48320000.0,,48320000.0,,,4500000.0,,403400000.0,,,,,62200000.0,62200000.0,62200000.0,62200000.0,8313000.0,,334300000.0,334300000.0,52820000.0,,-6000.0,,,,,1829000.0,,,,,,,,,
Symbol,BMRN,BMRN,BMRN,BMRN,BMRN,BMRN,BMRN,BMRN,BMRN,BMRN,BMRN,BMRN,BMRN,BMRN,BMRN,BMRN,BMRN,BMRN,BMRN,BMRN,BMRN,BMRN,BMRN,BMRN,BMRN,BMRN,BMRN,BMRN,BMRN,BMRN,BMRN,BMRN,BMRN,BMRN,BMRN,BMRN,BMRN,BMRN,BMRN,BMRN,BMRN,,BMRN,,,BMRN,,BMRN,,,,,BMRN,BMRN,BMRN,BMRN,BMRN,,BMRN,BMRN,BMRN,,BMRN,,,,,BMRN,,,,,,,,,
2023-06-30 00:00:00,0.0,0.207,1237400000.0,630600000.0,298800000.0,4275500000.0,1237400000.0,938600000.0,-135500000.0,143700000.0,8200000.0,630600000.0,630600000.0,5124500000.0,936400000.0,119000000.0,117700000.0,5.3,5.36,630600000.0,630600000.0,630600000.0,630600000.0,630600000.0,164300000.0,794900000.0,-6000000.0,-6000000.0,-135500000.0,143700000.0,8200000.0,936400000.0,849000000.0,,849000000.0,1785400000.0,4275500000.0,6060900000.0,6060900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-30 00:00:00,0.0,0.198,1092500000.0,539100000.0,332600000.0,4116900000.0,1092500000.0,759900000.0,-84700000.0,87700000.0,3000000.0,539100000.0,539100000.0,4949200000.0,759900000.0,118500000.0,116700000.0,4.55,4.62,539100000.0,539100000.0,539100000.0,539100000.0,539100000.0,133100000.0,672200000.0,-3000000.0,-3000000.0,-84700000.0,87700000.0,3000000.0,759900000.0,832300000.0,,832300000.0,1592200000.0,4116900000.0,5709100000.0,5709100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-30 00:00:00,0.0,0.214,974800000.0,547500000.0,221100000.0,3570800000.0,974800000.0,753700000.0,-55300000.0,57500000.0,2200000.0,547500000.0,547500000.0,4315100000.0,678700000.0,117800000.0,115700000.0,4.65,4.73,547500000.0,547500000.0,547500000.0,547500000.0,547500000.0,148700000.0,696200000.0,72700000.0,72700000.0,-55300000.0,57500000.0,2200000.0,678600000.0,744300000.0,,744300000.0,1422900000.0,3570800000.0,4993700000.0,4993700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-30 00:00:00,0.0,0.202,838700000.0,462500000.0,196700000.0,3265100000.0,838700000.0,642000000.0,-58800000.0,62500000.0,3700000.0,462500000.0,462500000.0,3904100000.0,624900000.0,117000000.0,114700000.0,3.95,4.03,462500000.0,462500000.0,462500000.0,462500000.0,462500000.0,117000000.0,579500000.0,13400000.0,13400000.0,-58800000.0,62500000.0,3700000.0,624900000.0,639000000.0,,639000000.0,1263900000.0,3265100000.0,4529000000.0,4529000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Symbol,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,BR,,BR,BR,BR,BR,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-31 00:00:00,0.0,0.192,,96223000000.0,12486000000.0,,,125169000000.0,-5003000000.0,5003000000.0,15561000000.0,96223000000.0,96223000000.0,319171000000.0,,,,,,96223000000.0,96223000000.0,96223000000.0,97147000000.0,97147000000.0,23019000000.0,120166000000.0,260587000000.0,,-5003000000.0,5003000000.0,,,,,28642000000.0,,,439337000000.0,439337000000.0,,,6037000000.0,,,,,211013000000.0,22605000000.0,,-924000000.0,,,,,,,,,6037000000.0,6037000000.0,,,,,,,,,,,,,,,,,
2022-12-31 00:00:00,0.0,0.279,,-22759000000.0,10899000000.0,,,-26148000000.0,-4352000000.0,4352000000.0,10263000000.0,-22759000000.0,-22759000000.0,264621000000.0,,2203312898.0,2203312898.0,-10.329338,-10.329338,-22759000000.0,-22759000000.0,-22759000000.0,-21998000000.0,-21998000000.0,-8502000000.0,-30500000000.0,211857000000.0,,-4352000000.0,4352000000.0,,,,,25056000000.0,,,234121000000.0,234121000000.0,0.0,0.0,5550000000.0,0.0,,0.0,,162481000000.0,19506000000.0,,-761000000.0,,,,,,,,,5550000000.0,5550000000.0,,,,,,,,,,,,,,,,,
2021-12-31 00:00:00,0.0,0.187,,89937000000.0,10718000000.0,,,116033000000.0,-4172000000.0,4172000000.0,7465000000.0,89937000000.0,89937000000.0,242866000000.0,,2265268867.0,2265268867.0,39.702687,39.702687,89937000000.0,89937000000.0,89937000000.0,90949000000.0,90949000000.0,20912000000.0,111861000000.0,193099000000.0,,-4172000000.0,4172000000.0,,,,,23044000000.0,,,354727000000.0,354727000000.0,0.0,0.0,4201000000.0,0.0,,0.0,,148189000000.0,18843000000.0,,-1012000000.0,,,,,,,,,4201000000.0,4201000000.0,,,,,,,,,,,,,,,,,
2020-12-31 00:00:00,-2379633000.0,0.223,,42521000000.0,10596000000.0,,,59776000000.0,-4083000000.0,4083000000.0,8092000000.0,50812367000.0,42521000000.0,230632000000.0,,2391702304.0,2391702304.0,17.778676,17.778676,42521000000.0,42521000000.0,42521000000.0,43253000000.0,43253000000.0,12440000000.0,55693000000.0,168543000000.0,,-4083000000.0,4083000000.0,,,,,23329000000.0,,,286325000000.0,286325000000.0,-10671000000.0,-10671000000.0,3520000000.0,-10671000000.0,,10671000000.0,,130645000000.0,19809000000.0,,-732000000.0,,,,,,,,,3520000000.0,3520000000.0,,,,,,,,,,,,,,,,,
Symbol,BRK-B,BRK-B,,BRK-B,BRK-B,,,BRK-B,BRK-B,BRK-B,BRK-B,BRK-B,BRK-B,BRK-B,,BRK-B,BRK-B,BRK-B,BRK-B,BRK-B,BRK-B,BRK-B,BRK-B,BRK-B,BRK-B,BRK-B,BRK-B,,BRK-B,BRK-B,,,,,BRK-B,,,BRK-B,BRK-B,BRK-B,BRK-B,BRK-B,BRK-B,,BRK-B,,BRK-B,BRK-B,,BRK-B,,,,,,,,,BRK-B,BRK-B,,,,,,,,,,,,,,,,,
2023-12-31 00:00:00,43584000.0,0.24,1368200000.0,870500000.0,206000000.0,2186600000.0,1549800000.0,1343800000.0,-197700000.0,197700000.0,,732484000.0,870500000.0,3042500000.0,,280800000.0,279600000.0,3.05,3.07,857200000.0,857200000.0,870500000.0,870500000.0,870500000.0,275600000.0,1146100000.0,186900000.0,5300000.0,-197700000.0,197700000.0,,1156900000.0,855900000.0,,,2012800000.0,2186600000.0,4199400000.0,4199400000.0,181600000.0,181600000.0,,129200000.0,,,14100000.0,649900000.0,,13300000.0,,52400000.0,,206000000.0,206000000.0,166000000.0,166000000.0,,143300000.0,,,,,,,,,,,40000000.0,,,,,,,,
2022-12-31 00:00:00,13257700.0,0.233,1153200000.0,671800000.0,185800000.0,1816900000.0,1210100000.0,1024300000.0,-148200000.0,148200000.0,,628157700.0,671800000.0,2599500000.0,,278600000.0,277500000.0,2.37,2.38,659100000.0,659100000.0,671800000.0,671800000.0,671800000.0,204300000.0,876100000.0,60600000.0,3700000.0,-148200000.0,148200000.0,,963700000.0,782600000.0,,,1746300000.0,1816900000.0,3563200000.0,3563200000.0,56900000.0,56900000.0,,50400000.0,,,-45900000.0,596800000.0,,12700000.0,,6500000.0,,185800000.0,185800000.0,146600000.0,146600000.0,,4500000.0,,,,,,,,,,,39200000.0,,,,,,,,
2021-12-31 00:00:00,-6831000.0,0.23,1010400000.0,587100000.0,152900000.0,1636900000.0,980700000.0,827800000.0,-65000000.0,65000000.0,,609969000.0,587100000.0,2192800000.0,,277400000.0,276000000.0,2.07,2.08,574200000.0,574200000.0,587100000.0,587100000.0,587100000.0,175700000.0,762800000.0,-26900000.0,2800000.0,-65000000.0,65000000.0,,854700000.0,555900000.0,,,1410600000.0,1636900000.0,3047500000.0,3047500000.0,-29700000.0,-29700000.0,,-30800000.0,,,40400000.0,403000000.0,,12900000.0,,1100000.0,,152900000.0,152900000.0,119600000.0,119600000.0,,9600000.0,,,,,,,,,,,33300000.0,,,,,,,,
2020-12-31 00:00:00,2231000.0,0.23,808200000.0,480500000.0,134800000.0,1436400000.0,817900000.0,683100000.0,-59000000.0,59000000.0,,473031000.0,480500000.0,1937200000.0,,275867000.0,274334000.0,1.69,1.7,465300000.0,465300000.0,480500000.0,480500000.0,480500000.0,143600000.0,624100000.0,14200000.0,4500000.0,-59000000.0,59000000.0,,668900000.0,500800000.0,,,1169700000.0,1436400000.0,2606100000.0,2606100000.0,9700000.0,9700000.0,,6900000.0,,,-4500000.0,366000000.0,,15200000.0,,2800000.0,,134800000.0,134800000.0,108500000.0,108500000.0,,2400000.0,,,2388000.0,,,,,,,,26300000.0,,,,,,,,
Symbol,BRO,BRO,BRO,BRO,BRO,BRO,BRO,BRO,BRO,BRO,,BRO,BRO,BRO,,BRO,BRO,BRO,BRO,BRO,BRO,BRO,BRO,BRO,BRO,BRO,BRO,BRO,BRO,BRO,,BRO,BRO,,,BRO,BRO,BRO,BRO,BRO,BRO,,BRO,,,BRO,BRO,,BRO,,BRO,,BRO,BRO,BRO,BRO,,BRO,,,BRO,,,,,,,,BRO,,,,,,,,
2023-12-31 00:00:00,-34452000.0,0.198,3620000000.0,1593000000.0,1196000000.0,3977000000.0,3446000000.0,2250000000.0,-243000000.0,265000000.0,22000000.0,1732548000.0,1593000000.0,11823000000.0,2343000000.0,1463500000.0,1453000000.0,1.07,1.08,1570000000.0,1570000000.0,1593000000.0,1592000000.0,1592000000.0,393000000.0,1985000000.0,-188000000.0,-14000000.0,-243000000.0,265000000.0,22000000.0,2417000000.0,7478000000.0,1414000000.0,5190000000.0,9895000000.0,4345000000.0,14240000000.0,14240000000.0,-174000000.0,-174000000.0,,-74000000.0,-111000000.0,58000000.0,127000000.0,46000000.0,,,1000000.0,-100000000.0,,828000000.0,828000000.0,828000000.0,828000000.0,,0.0,,,,,,,,,23000000.0,,,,,,,,,,
2022-12-31 00:00:00,-162602000.0,0.389,3165000000.0,698000000.0,1136000000.0,3623000000.0,2747000000.0,1611000000.0,-460000000.0,470000000.0,10000000.0,953398000.0,698000000.0,10649000000.0,1649000000.0,1439700000.0,1430500000.0,0.45,0.45,642000000.0,642000000.0,698000000.0,698000000.0,698000000.0,443000000.0,1141000000.0,-434000000.0,-16000000.0,-460000000.0,470000000.0,10000000.0,2033000000.0,6693000000.0,1323000000.0,4520000000.0,8726000000.0,3956000000.0,12682000000.0,12682000000.0,-418000000.0,-418000000.0,,-386000000.0,173000000.0,132000000.0,59000000.0,47000000.0,,,0.0,-32000000.0,,803000000.0,803000000.0,803000000.0,803000000.0,,-22000000.0,,,,,,,,,55000000.0,,,,,,,,,,
2021-12-31 00:00:00,-13483271.375465,0.033457,2913000000.0,1041000000.0,1093000000.0,3359000000.0,2510000000.0,1417000000.0,-337000000.0,341000000.0,4000000.0,1430516728.624535,1041000000.0,10064000000.0,1199000000.0,1433800000.0,1422300000.0,0.69,0.69,985000000.0,985000000.0,1041000000.0,1041000000.0,1041000000.0,36000000.0,1076000000.0,-412000000.0,-9000000.0,-337000000.0,341000000.0,4000000.0,1824000000.0,6353000000.0,1204000000.0,4359000000.0,8177000000.0,3711000000.0,11888000000.0,11888000000.0,-403000000.0,-403000000.0,,-626000000.0,430000000.0,370000000.0,-96000000.0,49000000.0,,,0.0,223000000.0,,741000000.0,741000000.0,741000000.0,741000000.0,,78000000.0,,,,,,,,,55000000.0,,,,,,,,,,
